time,event_date,market,country,venue_id,venue,temp_c,rh_pct,wind_mps,precip_mm
2025-01-03 06:00:00,2025-01-03,Boston,US,BOS_01,PWHL Boston Arena,-1.2,65,20.0,0.0
2025-01-03 07:00:00,2025-01-03,Boston,US,BOS_01,PWHL Boston Arena,-1.3,64,20.5,0.0
2025-01-03 08:00:00,2025-01-03,Boston,US,BOS_01,PWHL Boston Arena,-0.2,58,21.0,0.0
2025-01-03 09:00:00,2025-01-03,Boston,US,BOS_01,PWHL Boston Arena,0.6,58,17.1,0.0
2025-01-03 10:00:00,2025-01-03,Boston,US,BOS_01,PWHL Boston Arena,1.4,51,28.0,0.0
2025-01-03 11:00:00,2025-01-03,Boston,US,BOS_01,PWHL Boston Arena,1.8,50,30.1,0.0
2025-01-03 12:00:00,2025-01-03,Boston,US,BOS_01,PWHL Boston Arena,1.9,48,30.1,0.0
2025-01-03 13:00:00,2025-01-03,Boston,US,BOS_01,PWHL Boston Arena,2.1,46,27.6,0.0
2025-01-03 14:00:00,2025-01-03,Boston,US,BOS_01,PWHL Boston Arena,2.1,47,25.4,0.0
2025-01-03 15:00:00,2025-01-03,Boston,US,BOS_01,PWHL Boston Arena,1.7,48,23.0,0.0
2025-01-03 16:00:00,2025-01-03,Boston,US,BOS_01,PWHL Boston Arena,0.9,51,19.5,0.0
2025-01-03 17:00:00,2025-01-03,Boston,US,BOS_01,PWHL Boston Arena,0.1,53,16.9,0.0
2025-01-03 18:00:00,2025-01-03,Boston,US,BOS_01,PWHL Boston Arena,-0.2,54,15.9,0.0
2025-01-03 19:00:00,2025-01-03,Boston,US,BOS_01,PWHL Boston Arena,-0.8,58,13.4,0.0
2025-01-03 20:00:00,2025-01-03,Boston,US,BOS_01,PWHL Boston Arena,-0.8,57,13.5,0.0
2025-01-03 21:00:00,2025-01-03,Boston,US,BOS_01,PWHL Boston Arena,-1.2,57,13.8,0.0
2025-01-03 22:00:00,2025-01-03,Boston,US,BOS_01,PWHL Boston Arena,-1.6,58,13.1,0.0
2025-01-03 23:00:00,2025-01-03,Boston,US,BOS_01,PWHL Boston Arena,-2.2,60,13.0,0.0
2025-01-04 00:00:00,2025-01-04,Boston,US,BOS_01,PWHL Boston Arena,-2.4,60,13.2,0.0
2025-01-04 01:00:00,2025-01-04,Boston,US,BOS_01,PWHL Boston Arena,-2.6,61,13.7,0.0
2025-01-04 02:00:00,2025-01-04,Boston,US,BOS_01,PWHL Boston Arena,-2.9,60,13.9,0.0
2025-01-04 03:00:00,2025-01-04,Boston,US,BOS_01,PWHL Boston Arena,-3.1,58,14.5,0.0
2025-01-04 04:00:00,2025-01-04,Boston,US,BOS_01,PWHL Boston Arena,-3.3,57,14.6,0.0
2025-01-04 05:00:00,2025-01-04,Boston,US,BOS_01,PWHL Boston Arena,-3.7,57,15.1,0.0
2025-01-04 06:00:00,2025-01-04,Boston,US,BOS_01,PWHL Boston Arena,-3.9,58,13.1,0.0
2025-01-04 07:00:00,2025-01-04,Boston,US,BOS_01,PWHL Boston Arena,-3.7,55,12.3,0.0
2025-01-04 08:00:00,2025-01-04,Boston,US,BOS_01,PWHL Boston Arena,-3.0,54,18.0,0.0
2025-01-04 09:00:00,2025-01-04,Boston,US,BOS_01,PWHL Boston Arena,-3.3,51,19.0,0.0
2025-01-04 10:00:00,2025-01-04,Boston,US,BOS_01,PWHL Boston Arena,-3.1,49,19.6,0.0
2025-01-04 11:00:00,2025-01-04,Boston,US,BOS_01,PWHL Boston Arena,-2.7,45,20.0,0.0
2025-01-04 12:00:00,2025-01-04,Boston,US,BOS_01,PWHL Boston Arena,-2.2,43,19.9,0.0
2025-01-04 13:00:00,2025-01-04,Boston,US,BOS_01,PWHL Boston Arena,-1.4,40,25.9,0.0
2025-01-04 14:00:00,2025-01-04,Boston,US,BOS_01,PWHL Boston Arena,-1.8,41,24.0,0.0
2025-01-04 15:00:00,2025-01-04,Boston,US,BOS_01,PWHL Boston Arena,-1.5,38,25.9,0.0
2025-01-04 16:00:00,2025-01-04,Boston,US,BOS_01,PWHL Boston Arena,-2.9,45,21.9,0.0
2025-01-04 17:00:00,2025-01-04,Boston,US,BOS_01,PWHL Boston Arena,-3.5,48,19.1,0.0
2025-01-04 18:00:00,2025-01-04,Boston,US,BOS_01,PWHL Boston Arena,-3.9,50,19.3,0.0
2025-01-04 19:00:00,2025-01-04,Boston,US,BOS_01,PWHL Boston Arena,-3.8,53,16.6,0.0
2025-01-04 20:00:00,2025-01-04,Boston,US,BOS_01,PWHL Boston Arena,-2.9,55,16.8,0.0
2025-01-04 21:00:00,2025-01-04,Boston,US,BOS_01,PWHL Boston Arena,-2.4,56,16.4,0.0
2025-01-04 22:00:00,2025-01-04,Boston,US,BOS_01,PWHL Boston Arena,-2.1,57,15.4,0.0
2025-01-04 23:00:00,2025-01-04,Boston,US,BOS_01,PWHL Boston Arena,-2.1,59,16.6,0.0
2025-01-05 00:00:00,2025-01-05,Boston,US,BOS_01,PWHL Boston Arena,-2.3,62,17.7,0.0
2025-01-05 01:00:00,2025-01-05,Boston,US,BOS_01,PWHL Boston Arena,-2.3,62,17.6,0.0
2025-01-05 02:00:00,2025-01-05,Boston,US,BOS_01,PWHL Boston Arena,-2.4,62,17.8,0.0
2025-01-05 03:00:00,2025-01-05,Boston,US,BOS_01,PWHL Boston Arena,-2.1,61,17.3,0.0
2025-01-05 04:00:00,2025-01-05,Boston,US,BOS_01,PWHL Boston Arena,-2.4,63,14.9,0.0
2025-01-05 05:00:00,2025-01-05,Boston,US,BOS_01,PWHL Boston Arena,-2.6,60,14.4,0.0
2025-01-05 06:00:00,2025-01-05,Boston,US,BOS_01,PWHL Boston Arena,-3.2,61,15.6,0.0
2025-01-05 07:00:00,2025-01-05,Boston,US,BOS_01,PWHL Boston Arena,-3.1,64,17.0,0.0
2025-01-05 08:00:00,2025-01-05,Boston,US,BOS_01,PWHL Boston Arena,-2.3,58,17.4,0.0
2025-01-05 09:00:00,2025-01-05,Boston,US,BOS_01,PWHL Boston Arena,-1.3,48,19.8,0.0
2025-01-05 10:00:00,2025-01-05,Boston,US,BOS_01,PWHL Boston Arena,-0.3,40,28.2,0.0
2025-01-05 11:00:00,2025-01-05,Boston,US,BOS_01,PWHL Boston Arena,0.3,38,30.2,0.0
2025-01-05 12:00:00,2025-01-05,Boston,US,BOS_01,PWHL Boston Arena,0.2,39,28.0,0.0
2025-01-05 13:00:00,2025-01-05,Boston,US,BOS_01,PWHL Boston Arena,-0.6,45,24.4,0.0
2025-01-05 14:00:00,2025-01-05,Boston,US,BOS_01,PWHL Boston Arena,-0.6,46,22.2,0.0
2025-01-05 15:00:00,2025-01-05,Boston,US,BOS_01,PWHL Boston Arena,-0.9,49,21.8,0.0
2025-01-05 16:00:00,2025-01-05,Boston,US,BOS_01,PWHL Boston Arena,-1.4,51,17.4,0.0
2025-01-05 17:00:00,2025-01-05,Boston,US,BOS_01,PWHL Boston Arena,-2.1,49,19.7,0.0
2025-01-05 18:00:00,2025-01-05,Boston,US,BOS_01,PWHL Boston Arena,-3.4,48,19.6,0.0
2025-01-05 19:00:00,2025-01-05,Boston,US,BOS_01,PWHL Boston Arena,-4.3,49,19.2,0.0
2025-01-05 20:00:00,2025-01-05,Boston,US,BOS_01,PWHL Boston Arena,-3.7,48,20.4,0.0
2025-01-05 21:00:00,2025-01-05,Boston,US,BOS_01,PWHL Boston Arena,-4.6,47,20.4,0.0
2025-01-05 22:00:00,2025-01-05,Boston,US,BOS_01,PWHL Boston Arena,-5.7,47,20.6,0.0
2025-01-05 23:00:00,2025-01-05,Boston,US,BOS_01,PWHL Boston Arena,-6.5,46,18.9,0.0
2025-01-06 00:00:00,2025-01-06,Boston,US,BOS_01,PWHL Boston Arena,-7.0,46,17.6,0.0
2025-01-06 01:00:00,2025-01-06,Boston,US,BOS_01,PWHL Boston Arena,-7.5,46,15.9,0.0
2025-01-06 02:00:00,2025-01-06,Boston,US,BOS_01,PWHL Boston Arena,-7.7,46,16.1,0.0
2025-01-06 03:00:00,2025-01-06,Boston,US,BOS_01,PWHL Boston Arena,-7.9,47,15.4,0.0
2025-01-06 04:00:00,2025-01-06,Boston,US,BOS_01,PWHL Boston Arena,-8.0,47,14.4,0.0
2025-01-06 05:00:00,2025-01-06,Boston,US,BOS_01,PWHL Boston Arena,-8.0,48,11.4,0.0
2025-01-06 06:00:00,2025-01-06,Boston,US,BOS_01,PWHL Boston Arena,-8.0,48,10.7,0.0
2025-01-06 07:00:00,2025-01-06,Boston,US,BOS_01,PWHL Boston Arena,-8.0,49,11.3,0.0
2025-01-06 08:00:00,2025-01-06,Boston,US,BOS_01,PWHL Boston Arena,-7.2,52,10.3,0.0
2025-01-06 09:00:00,2025-01-06,Boston,US,BOS_01,PWHL Boston Arena,-6.4,48,11.4,0.0
2025-01-06 10:00:00,2025-01-06,Boston,US,BOS_01,PWHL Boston Arena,-5.5,45,9.4,0.0
2025-01-06 11:00:00,2025-01-06,Boston,US,BOS_01,PWHL Boston Arena,-4.3,41,9.8,0.0
2025-01-06 12:00:00,2025-01-06,Boston,US,BOS_01,PWHL Boston Arena,-3.5,39,9.3,0.0
2025-01-06 13:00:00,2025-01-06,Boston,US,BOS_01,PWHL Boston Arena,-2.8,38,9.1,0.0
2025-01-06 14:00:00,2025-01-06,Boston,US,BOS_01,PWHL Boston Arena,-2.1,36,8.7,0.0
2025-01-06 15:00:00,2025-01-06,Boston,US,BOS_01,PWHL Boston Arena,-1.9,35,9.2,0.0
2025-01-06 16:00:00,2025-01-06,Boston,US,BOS_01,PWHL Boston Arena,-1.9,36,8.9,0.0
2025-01-06 17:00:00,2025-01-06,Boston,US,BOS_01,PWHL Boston Arena,-2.4,38,10.8,0.0
2025-01-06 18:00:00,2025-01-06,Boston,US,BOS_01,PWHL Boston Arena,-3.0,40,11.5,0.0
2025-01-06 19:00:00,2025-01-06,Boston,US,BOS_01,PWHL Boston Arena,-3.9,40,17.9,0.0
2025-01-06 20:00:00,2025-01-06,Boston,US,BOS_01,PWHL Boston Arena,-5.7,46,19.1,0.0
2025-01-06 21:00:00,2025-01-06,Boston,US,BOS_01,PWHL Boston Arena,-6.6,47,16.6,0.0
2025-01-06 22:00:00,2025-01-06,Boston,US,BOS_01,PWHL Boston Arena,-7.3,49,17.7,0.0
2025-01-06 23:00:00,2025-01-06,Boston,US,BOS_01,PWHL Boston Arena,-7.9,51,19.6,0.0
2025-01-07 00:00:00,2025-01-07,Boston,US,BOS_01,PWHL Boston Arena,-8.5,53,21.8,0.0
2025-01-07 01:00:00,2025-01-07,Boston,US,BOS_01,PWHL Boston Arena,-8.9,55,19.4,0.0
2025-01-07 02:00:00,2025-01-07,Boston,US,BOS_01,PWHL Boston Arena,-9.1,56,16.2,0.0
2025-01-07 03:00:00,2025-01-07,Boston,US,BOS_01,PWHL Boston Arena,-9.0,58,18.0,0.0
2025-01-07 04:00:00,2025-01-07,Boston,US,BOS_01,PWHL Boston Arena,-8.7,57,18.2,0.0
2025-01-07 05:00:00,2025-01-07,Boston,US,BOS_01,PWHL Boston Arena,-8.7,56,18.3,0.0
2025-01-07 06:00:00,2025-01-07,Boston,US,BOS_01,PWHL Boston Arena,-8.7,56,18.0,0.0
2025-01-07 07:00:00,2025-01-07,Boston,US,BOS_01,PWHL Boston Arena,-8.6,55,17.5,0.0
2025-01-07 08:00:00,2025-01-07,Boston,US,BOS_01,PWHL Boston Arena,-7.9,51,17.3,0.0
2025-01-07 09:00:00,2025-01-07,Boston,US,BOS_01,PWHL Boston Arena,-7.1,45,22.6,0.0
2025-01-07 10:00:00,2025-01-07,Boston,US,BOS_01,PWHL Boston Arena,-6.1,42,24.9,0.0
2025-01-07 11:00:00,2025-01-07,Boston,US,BOS_01,PWHL Boston Arena,-5.4,42,30.0,0.0
2025-01-07 12:00:00,2025-01-07,Boston,US,BOS_01,PWHL Boston Arena,-4.7,42,28.1,0.0
2025-01-07 13:00:00,2025-01-07,Boston,US,BOS_01,PWHL Boston Arena,-3.8,39,27.0,0.0
2025-01-07 14:00:00,2025-01-07,Boston,US,BOS_01,PWHL Boston Arena,-3.9,42,28.0,0.0
2025-01-07 15:00:00,2025-01-07,Boston,US,BOS_01,PWHL Boston Arena,-3.9,41,27.8,0.0
2025-01-07 16:00:00,2025-01-07,Boston,US,BOS_01,PWHL Boston Arena,-3.7,41,27.7,0.0
2025-01-07 17:00:00,2025-01-07,Boston,US,BOS_01,PWHL Boston Arena,-4.5,44,23.3,0.0
2025-01-07 18:00:00,2025-01-07,Boston,US,BOS_01,PWHL Boston Arena,-5.2,47,22.5,0.0
2025-01-07 19:00:00,2025-01-07,Boston,US,BOS_01,PWHL Boston Arena,-5.5,49,22.4,0.0
2025-01-07 20:00:00,2025-01-07,Boston,US,BOS_01,PWHL Boston Arena,-4.8,46,24.6,0.0
2025-01-07 21:00:00,2025-01-07,Boston,US,BOS_01,PWHL Boston Arena,-5.0,47,24.2,0.0
2025-01-07 22:00:00,2025-01-07,Boston,US,BOS_01,PWHL Boston Arena,-5.2,49,23.4,0.0
2025-01-07 23:00:00,2025-01-07,Boston,US,BOS_01,PWHL Boston Arena,-5.4,51,22.4,0.0
2025-01-08 00:00:00,2025-01-08,Boston,US,BOS_01,PWHL Boston Arena,-5.7,52,21.6,0.0
2025-01-08 01:00:00,2025-01-08,Boston,US,BOS_01,PWHL Boston Arena,-6.1,53,19.2,0.0
2025-01-08 02:00:00,2025-01-08,Boston,US,BOS_01,PWHL Boston Arena,-6.5,54,17.6,0.0
2025-01-08 03:00:00,2025-01-08,Boston,US,BOS_01,PWHL Boston Arena,-6.8,55,19.0,0.0
2025-01-08 04:00:00,2025-01-08,Boston,US,BOS_01,PWHL Boston Arena,-7.1,54,18.9,0.0
2025-01-08 05:00:00,2025-01-08,Boston,US,BOS_01,PWHL Boston Arena,-7.6,54,19.3,0.0
2025-01-08 06:00:00,2025-01-08,Boston,US,BOS_01,PWHL Boston Arena,-8.2,52,20.5,0.0
2025-01-08 07:00:00,2025-01-08,Boston,US,BOS_01,PWHL Boston Arena,-8.6,50,20.0,0.0
2025-01-08 08:00:00,2025-01-08,Boston,US,BOS_01,PWHL Boston Arena,-5.9,45,21.5,0.0
2025-01-08 09:00:00,2025-01-08,Boston,US,BOS_01,PWHL Boston Arena,-5.4,43,24.4,0.0
2025-01-08 10:00:00,2025-01-08,Boston,US,BOS_01,PWHL Boston Arena,-4.5,40,25.5,0.0
2025-01-08 11:00:00,2025-01-08,Boston,US,BOS_01,PWHL Boston Arena,-3.5,37,26.8,0.0
2025-01-08 12:00:00,2025-01-08,Boston,US,BOS_01,PWHL Boston Arena,-3.4,37,28.5,0.0
2025-01-08 13:00:00,2025-01-08,Boston,US,BOS_01,PWHL Boston Arena,-3.1,34,30.6,0.0
2025-01-08 14:00:00,2025-01-08,Boston,US,BOS_01,PWHL Boston Arena,-3.9,35,29.1,0.0
2025-01-08 15:00:00,2025-01-08,Boston,US,BOS_01,PWHL Boston Arena,-3.9,34,28.2,0.0
2025-01-08 16:00:00,2025-01-08,Boston,US,BOS_01,PWHL Boston Arena,-5.3,38,25.4,0.0
2025-01-08 17:00:00,2025-01-08,Boston,US,BOS_01,PWHL Boston Arena,-6.2,40,24.0,0.0
2025-01-08 18:00:00,2025-01-08,Boston,US,BOS_01,PWHL Boston Arena,-7.1,42,24.3,0.0
2025-01-08 19:00:00,2025-01-08,Boston,US,BOS_01,PWHL Boston Arena,-7.9,43,24.7,0.0
2025-01-08 20:00:00,2025-01-08,Boston,US,BOS_01,PWHL Boston Arena,-6.8,45,26.9,0.0
2025-01-08 21:00:00,2025-01-08,Boston,US,BOS_01,PWHL Boston Arena,-7.8,47,26.7,0.0
2025-01-08 22:00:00,2025-01-08,Boston,US,BOS_01,PWHL Boston Arena,-8.5,47,24.1,0.0
2025-01-08 23:00:00,2025-01-08,Boston,US,BOS_01,PWHL Boston Arena,-8.5,45,22.3,0.0
2025-01-09 00:00:00,2025-01-09,Boston,US,BOS_01,PWHL Boston Arena,-8.4,45,18.8,0.0
2025-01-09 01:00:00,2025-01-09,Boston,US,BOS_01,PWHL Boston Arena,-8.4,46,17.5,0.0
2025-01-09 02:00:00,2025-01-09,Boston,US,BOS_01,PWHL Boston Arena,-8.4,47,18.1,0.0
2025-01-09 03:00:00,2025-01-09,Boston,US,BOS_01,PWHL Boston Arena,-8.3,48,18.8,0.0
2025-01-09 04:00:00,2025-01-09,Boston,US,BOS_01,PWHL Boston Arena,-8.3,49,19.5,0.0
2025-01-09 05:00:00,2025-01-09,Boston,US,BOS_01,PWHL Boston Arena,-8.2,49,19.9,0.0
2025-01-09 06:00:00,2025-01-09,Boston,US,BOS_01,PWHL Boston Arena,-8.1,50,21.9,0.0
2025-01-09 07:00:00,2025-01-09,Boston,US,BOS_01,PWHL Boston Arena,-8.1,52,23.1,0.1
2025-01-09 08:00:00,2025-01-09,Boston,US,BOS_01,PWHL Boston Arena,-6.7,53,24.6,0.1
2025-01-09 09:00:00,2025-01-09,Boston,US,BOS_01,PWHL Boston Arena,-6.4,50,25.7,0.1
2025-01-09 10:00:00,2025-01-09,Boston,US,BOS_01,PWHL Boston Arena,-5.6,46,26.0,0.0
2025-01-09 11:00:00,2025-01-09,Boston,US,BOS_01,PWHL Boston Arena,-4.9,44,25.8,0.0
2025-01-09 12:00:00,2025-01-09,Boston,US,BOS_01,PWHL Boston Arena,-4.5,45,26.3,0.0
2025-01-09 13:00:00,2025-01-09,Boston,US,BOS_01,PWHL Boston Arena,-4.5,49,25.7,0.2
2025-01-09 14:00:00,2025-01-09,Boston,US,BOS_01,PWHL Boston Arena,-5.1,49,24.2,0.2
2025-01-09 15:00:00,2025-01-09,Boston,US,BOS_01,PWHL Boston Arena,-4.9,49,25.2,0.0
2025-01-09 16:00:00,2025-01-09,Boston,US,BOS_01,PWHL Boston Arena,-5.3,53,21.3,0.0
2025-01-09 17:00:00,2025-01-09,Boston,US,BOS_01,PWHL Boston Arena,-5.6,57,26.2,0.0
2025-01-09 18:00:00,2025-01-09,Boston,US,BOS_01,PWHL Boston Arena,-5.6,60,23.7,0.0
2025-01-09 19:00:00,2025-01-09,Boston,US,BOS_01,PWHL Boston Arena,-4.7,60,23.7,0.0
2025-01-09 20:00:00,2025-01-09,Boston,US,BOS_01,PWHL Boston Arena,-4.9,54,27.2,0.0
2025-01-09 21:00:00,2025-01-09,Boston,US,BOS_01,PWHL Boston Arena,-5.1,55,26.7,0.0
2025-01-09 22:00:00,2025-01-09,Boston,US,BOS_01,PWHL Boston Arena,-5.0,56,25.4,0.0
2025-01-09 23:00:00,2025-01-09,Boston,US,BOS_01,PWHL Boston Arena,-4.9,58,23.8,0.0
2025-01-10 00:00:00,2025-01-10,Boston,US,BOS_01,PWHL Boston Arena,-4.7,59,22.5,0.0
2025-01-10 01:00:00,2025-01-10,Boston,US,BOS_01,PWHL Boston Arena,-4.6,60,20.9,0.0
2025-01-10 02:00:00,2025-01-10,Boston,US,BOS_01,PWHL Boston Arena,-4.6,61,21.2,0.0
2025-01-10 03:00:00,2025-01-10,Boston,US,BOS_01,PWHL Boston Arena,-4.5,62,21.4,0.0
2025-01-10 04:00:00,2025-01-10,Boston,US,BOS_01,PWHL Boston Arena,-4.4,63,21.0,0.0
2025-01-10 05:00:00,2025-01-10,Boston,US,BOS_01,PWHL Boston Arena,-4.4,64,20.7,0.0
2025-01-10 06:00:00,2025-01-10,Boston,US,BOS_01,PWHL Boston Arena,-4.3,64,20.8,0.0
2025-01-10 07:00:00,2025-01-10,Boston,US,BOS_01,PWHL Boston Arena,-4.4,64,20.5,0.0
2025-01-10 08:00:00,2025-01-10,Boston,US,BOS_01,PWHL Boston Arena,-3.7,60,19.9,0.0
2025-01-10 09:00:00,2025-01-10,Boston,US,BOS_01,PWHL Boston Arena,-2.3,55,16.8,0.0
2025-01-10 10:00:00,2025-01-10,Boston,US,BOS_01,PWHL Boston Arena,-0.8,50,18.4,0.0
2025-01-10 11:00:00,2025-01-10,Boston,US,BOS_01,PWHL Boston Arena,0.5,45,18.2,0.0
2025-01-10 12:00:00,2025-01-10,Boston,US,BOS_01,PWHL Boston Arena,1.8,41,16.4,0.0
2025-01-10 13:00:00,2025-01-10,Boston,US,BOS_01,PWHL Boston Arena,2.6,39,15.0,0.0
2025-01-10 14:00:00,2025-01-10,Boston,US,BOS_01,PWHL Boston Arena,2.7,41,14.3,0.0
2025-01-10 15:00:00,2025-01-10,Boston,US,BOS_01,PWHL Boston Arena,2.2,44,12.0,0.0
2025-01-10 16:00:00,2025-01-10,Boston,US,BOS_01,PWHL Boston Arena,1.1,49,12.7,0.0
2025-01-10 17:00:00,2025-01-10,Boston,US,BOS_01,PWHL Boston Arena,-0.1,52,11.3,0.0
2025-01-10 18:00:00,2025-01-10,Boston,US,BOS_01,PWHL Boston Arena,-0.9,53,10.2,0.0
2025-01-10 19:00:00,2025-01-10,Boston,US,BOS_01,PWHL Boston Arena,-1.5,56,9.2,0.0
2025-01-10 20:00:00,2025-01-10,Boston,US,BOS_01,PWHL Boston Arena,-0.6,49,8.3,0.0
2025-01-10 21:00:00,2025-01-10,Boston,US,BOS_01,PWHL Boston Arena,-1.1,53,9.0,0.0
2025-01-10 22:00:00,2025-01-10,Boston,US,BOS_01,PWHL Boston Arena,-1.6,57,9.9,0.0
2025-01-10 23:00:00,2025-01-10,Boston,US,BOS_01,PWHL Boston Arena,-2.0,58,8.5,0.0
2025-01-11 00:00:00,2025-01-11,Boston,US,BOS_01,PWHL Boston Arena,-2.2,58,6.9,0.0
