event_date,section,row,seat,ticket_price,purchase_channel,acct_id,num_tickets,total_spend,section_capacity,venue_id,market,venue
2025-01-01,Upper Bowl,28,2,75,Mobile App,ACCT20046,4,300,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,8,3,90,Online,ACCT20047,2,180,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,13,15,35,Group Sales,ACCT20048,6,210,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,16,3,120,Online,ACCT20049,4,480,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Standing Room,17,18,90,Mobile App,ACCT20050,4,360,388,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,10,16,150,Box Office,ACCT20051,1,150,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,17,13,25,Mobile App,ACCT20052,4,100,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,5,11,35,Online,ACCT20053,1,35,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Suite,27,1,50,Box Office,ACCT20054,5,250,777,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,5,5,90,Season Ticket,ACCT20055,4,360,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,20,7,35,Box Office,ACCT20056,2,70,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,1,8,50,Box Office,ACCT20057,4,200,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Club,14,17,150,Season Ticket,ACCT20058,5,750,1166,NYC_01,New York,PWHL New York Arena
2025-01-01,Club,11,6,75,Box Office,ACCT20059,1,75,1166,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,27,19,35,Online,ACCT20060,6,210,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Suite,9,11,35,Season Ticket,ACCT20061,3,105,777,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,10,7,25,Season Ticket,ACCT20062,4,100,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,8,5,50,Box Office,ACCT20063,2,100,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,27,8,60,Online,ACCT20064,6,360,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Suite,21,20,150,Group Sales,ACCT20065,6,900,777,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,30,5,90,Group Sales,ACCT20066,4,360,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,28,20,150,Mobile App,ACCT20067,3,450,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,4,13,50,Season Ticket,ACCT20068,5,250,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,21,8,120,Group Sales,ACCT20069,3,360,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Standing Room,24,3,90,Season Ticket,ACCT20070,3,270,388,NYC_01,New York,PWHL New York Arena
2025-01-01,Club,13,7,90,Season Ticket,ACCT20071,6,540,1166,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,17,4,75,Box Office,ACCT20072,2,150,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,16,13,120,Mobile App,ACCT20073,4,480,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Suite,26,2,150,Season Ticket,ACCT20074,1,150,777,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,15,2,25,Season Ticket,ACCT20075,4,100,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,27,12,50,Online,ACCT20076,1,50,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Club,26,2,35,Online,ACCT20077,2,70,1166,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,17,2,150,Season Ticket,ACCT20078,4,600,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,8,6,50,Box Office,ACCT20079,2,100,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Club,15,5,75,Online,ACCT20080,1,75,1166,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,20,6,75,Season Ticket,ACCT20081,1,75,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,11,1,120,Group Sales,ACCT20082,4,480,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,18,6,60,Mobile App,ACCT20083,1,60,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,25,4,120,Mobile App,ACCT20084,3,360,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Suite,2,15,75,Box Office,ACCT20085,5,375,777,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,20,3,60,Season Ticket,ACCT20086,4,240,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,29,1,90,Mobile App,ACCT20087,4,360,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,19,5,150,Mobile App,ACCT20088,4,600,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,29,11,75,Season Ticket,ACCT20089,3,225,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,30,18,60,Online,ACCT20090,4,240,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,10,11,35,Online,ACCT20091,1,35,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,19,15,25,Online,ACCT20092,3,75,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,25,14,75,Mobile App,ACCT20093,6,450,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Standing Room,10,12,60,Online,ACCT20094,6,360,388,NYC_01,New York,PWHL New York Arena
2025-01-01,Suite,17,15,25,Season Ticket,ACCT20095,3,75,777,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,27,6,25,Online,ACCT20096,3,75,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,9,1,120,Online,ACCT20097,6,720,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,28,2,120,Box Office,ACCT20098,3,360,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Standing Room,5,19,90,Box Office,ACCT20099,1,90,388,NYC_01,New York,PWHL New York Arena
2025-01-01,Standing Room,27,2,90,Season Ticket,ACCT20100,6,540,388,NYC_01,New York,PWHL New York Arena
2025-01-01,Suite,25,1,150,Season Ticket,ACCT20101,5,750,777,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,3,2,60,Group Sales,ACCT20102,4,240,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,25,1,60,Season Ticket,ACCT20103,1,60,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,4,7,120,Box Office,ACCT20104,2,240,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Club,19,14,50,Mobile App,ACCT20105,5,250,1166,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,4,5,150,Group Sales,ACCT20106,1,150,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,3,2,90,Box Office,ACCT20107,5,450,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Club,5,1,50,Season Ticket,ACCT20108,3,150,1166,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,13,18,50,Box Office,ACCT20109,6,300,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Club,11,4,90,Mobile App,ACCT20110,1,90,1166,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,10,16,75,Box Office,ACCT20111,5,375,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,3,9,25,Box Office,ACCT20112,1,25,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Suite,27,6,50,Box Office,ACCT20113,6,300,777,NYC_01,New York,PWHL New York Arena
2025-01-01,Suite,12,10,50,Group Sales,ACCT20114,6,300,777,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,11,10,50,Season Ticket,ACCT20115,6,300,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Suite,12,9,35,Group Sales,ACCT20116,6,210,777,NYC_01,New York,PWHL New York Arena
2025-01-01,Standing Room,22,8,150,Online,ACCT20117,3,450,388,NYC_01,New York,PWHL New York Arena
2025-01-01,Suite,1,13,90,Group Sales,ACCT20118,3,270,777,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,28,12,50,Online,ACCT20119,1,50,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Standing Room,21,18,75,Online,ACCT20120,6,450,388,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,24,19,120,Online,ACCT20121,1,120,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,22,20,90,Season Ticket,ACCT20122,2,180,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,1,15,150,Mobile App,ACCT20123,4,600,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Suite,19,16,50,Season Ticket,ACCT20124,6,300,777,NYC_01,New York,PWHL New York Arena
2025-01-01,Suite,26,17,50,Group Sales,ACCT20125,2,100,777,NYC_01,New York,PWHL New York Arena
2025-01-01,Club,13,4,60,Mobile App,ACCT20126,5,300,1166,NYC_01,New York,PWHL New York Arena
2025-01-01,Suite,9,13,90,Box Office,ACCT20127,1,90,777,NYC_01,New York,PWHL New York Arena
2025-01-01,Suite,19,9,75,Online,ACCT20128,1,75,777,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,25,10,50,Online,ACCT20129,6,300,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,17,20,75,Group Sales,ACCT20130,5,375,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Club,1,14,35,Group Sales,ACCT20131,3,105,1166,NYC_01,New York,PWHL New York Arena
2025-01-01,Club,30,8,75,Mobile App,ACCT20132,5,375,1166,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,15,2,50,Season Ticket,ACCT20133,1,50,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,18,17,60,Box Office,ACCT20134,6,360,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,17,14,90,Group Sales,ACCT20135,4,360,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,25,5,25,Season Ticket,ACCT20136,1,25,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,19,14,60,Mobile App,ACCT20137,2,120,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,30,1,150,Online,ACCT20138,5,750,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,12,14,25,Group Sales,ACCT20139,5,125,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,23,16,60,Online,ACCT20140,3,180,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Suite,22,13,25,Mobile App,ACCT20141,2,50,777,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,4,13,90,Box Office,ACCT20142,6,540,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Club,10,18,25,Group Sales,ACCT20143,6,150,1166,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,25,15,150,Group Sales,ACCT20144,4,600,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,21,6,60,Group Sales,ACCT20145,4,240,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,19,1,90,Season Ticket,ACCT20146,2,180,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,15,8,120,Box Office,ACCT20147,2,240,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,5,20,60,Season Ticket,ACCT20148,6,360,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,22,14,60,Box Office,ACCT20149,2,120,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Club,25,12,75,Mobile App,ACCT20150,6,450,1166,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,25,12,90,Group Sales,ACCT20151,6,540,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Club,4,9,120,Box Office,ACCT20152,6,720,1166,NYC_01,New York,PWHL New York Arena
2025-01-01,Standing Room,24,19,120,Season Ticket,ACCT20153,2,240,388,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,16,5,90,Group Sales,ACCT20154,4,360,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,14,15,120,Mobile App,ACCT20155,5,600,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,20,2,60,Online,ACCT20156,3,180,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,28,19,75,Box Office,ACCT20157,6,450,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,19,7,35,Season Ticket,ACCT20158,3,105,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,5,12,75,Season Ticket,ACCT20159,1,75,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,6,5,60,Group Sales,ACCT20160,6,360,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,2,18,50,Box Office,ACCT20161,4,200,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,29,4,60,Box Office,ACCT20162,2,120,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,10,13,120,Online,ACCT20163,5,600,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,5,9,35,Season Ticket,ACCT20164,4,140,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Suite,24,18,50,Mobile App,ACCT20165,1,50,777,NYC_01,New York,PWHL New York Arena
2025-01-01,Club,21,7,60,Box Office,ACCT20166,2,120,1166,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,8,18,150,Online,ACCT20167,1,150,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Standing Room,1,6,60,Mobile App,ACCT20168,6,360,388,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,28,18,50,Mobile App,ACCT20169,5,250,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,17,11,90,Box Office,ACCT20170,5,450,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,14,12,25,Mobile App,ACCT20171,2,50,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,1,16,150,Box Office,ACCT20172,1,150,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Suite,18,19,50,Group Sales,ACCT20173,4,200,777,NYC_01,New York,PWHL New York Arena
2025-01-01,Club,6,5,50,Box Office,ACCT20174,5,250,1166,NYC_01,New York,PWHL New York Arena
2025-01-01,Suite,8,8,60,Group Sales,ACCT20175,6,360,777,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,1,16,90,Group Sales,ACCT20176,5,450,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,4,20,75,Group Sales,ACCT20177,1,75,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,16,16,60,Group Sales,ACCT20178,1,60,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Club,11,15,90,Group Sales,ACCT20179,6,540,1166,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,19,12,90,Season Ticket,ACCT20180,2,180,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,7,12,50,Season Ticket,ACCT20181,1,50,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Suite,5,17,75,Season Ticket,ACCT20182,4,300,777,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,5,19,150,Season Ticket,ACCT20183,2,300,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,23,7,150,Online,ACCT20184,2,300,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,29,6,150,Box Office,ACCT20185,6,900,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Standing Room,4,20,120,Group Sales,ACCT20186,4,480,388,NYC_01,New York,PWHL New York Arena
2025-01-01,Suite,6,15,120,Mobile App,ACCT20187,2,240,777,NYC_01,New York,PWHL New York Arena
2025-01-01,Club,21,20,25,Box Office,ACCT20188,3,75,1166,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,6,9,75,Season Ticket,ACCT20189,2,150,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Suite,8,10,150,Online,ACCT20190,6,900,777,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,3,1,50,Mobile App,ACCT20191,6,300,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Club,22,20,150,Season Ticket,ACCT20192,4,600,1166,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,3,17,90,Box Office,ACCT20193,6,540,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,6,17,35,Box Office,ACCT20194,2,70,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,29,11,35,Online,ACCT20195,2,70,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Club,12,10,35,Group Sales,ACCT20196,6,210,1166,NYC_01,New York,PWHL New York Arena
2025-01-01,Club,30,10,35,Season Ticket,ACCT20197,2,70,1166,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,16,7,90,Group Sales,ACCT20198,2,180,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,4,5,50,Box Office,ACCT20199,5,250,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,21,15,90,Season Ticket,ACCT20200,1,90,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,19,11,75,Mobile App,ACCT20201,4,300,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Club,14,17,35,Group Sales,ACCT20202,6,210,1166,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,27,12,50,Online,ACCT20203,5,250,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,28,20,120,Season Ticket,ACCT20204,1,120,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,26,3,120,Online,ACCT20205,4,480,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,20,10,90,Group Sales,ACCT20206,4,360,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Club,9,8,120,Online,ACCT20207,3,360,1166,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,29,14,90,Season Ticket,ACCT20208,4,360,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,26,14,50,Season Ticket,ACCT20209,2,100,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,10,11,120,Mobile App,ACCT20210,6,720,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,13,17,25,Box Office,ACCT20211,1,25,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,24,1,35,Mobile App,ACCT20212,2,70,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,21,14,75,Online,ACCT20213,6,450,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,10,4,150,Season Ticket,ACCT20214,3,450,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,11,7,75,Online,ACCT20215,4,300,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,24,18,75,Season Ticket,ACCT20216,1,75,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,27,8,150,Box Office,ACCT20217,3,450,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,11,11,120,Group Sales,ACCT20218,3,360,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Club,23,9,150,Mobile App,ACCT20219,1,150,1166,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,2,7,75,Season Ticket,ACCT20220,4,300,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,28,8,120,Mobile App,ACCT20221,4,480,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Suite,18,2,90,Season Ticket,ACCT20222,2,180,777,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,16,20,60,Box Office,ACCT20223,5,300,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,30,11,150,Season Ticket,ACCT20224,1,150,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,15,14,150,Mobile App,ACCT20225,2,300,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Suite,19,4,50,Online,ACCT20226,1,50,777,NYC_01,New York,PWHL New York Arena
2025-01-01,Club,24,13,25,Season Ticket,ACCT20227,3,75,1166,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,11,16,90,Mobile App,ACCT20228,1,90,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Club,14,9,150,Mobile App,ACCT20229,5,750,1166,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,13,8,50,Box Office,ACCT20230,2,100,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,24,18,120,Online,ACCT20231,1,120,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,21,2,60,Mobile App,ACCT20232,6,360,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,27,20,25,Season Ticket,ACCT20233,3,75,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Upper Bowl,18,3,60,Mobile App,ACCT20234,4,240,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Suite,19,4,150,Mobile App,ACCT20235,5,750,777,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,24,10,90,Season Ticket,ACCT20236,2,180,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Lower Bowl,8,11,90,Box Office,ACCT20237,5,450,2721,NYC_01,New York,PWHL New York Arena
2025-01-01,Suite,15,20,60,Box Office,ACCT20238,1,60,777,NYC_01,New York,PWHL New York Arena
